7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,10
7,11
7,12
7,13
7,14
7,15
7,17
7,18
7,19
7,20
7,21
7,22
7,23
7,24
7,27
7,28
7,29
7,30
7,32
7,33
7,34
7,35
7,40
7,41
7,42
7,44
7,45
7,46
7,47
7,48
7,50
7,51
7,52
7,57
7,58
7,59
7,61
7,62
7,63
7,64
7,65
7,68
7,69
7,70
7,71
7,72
7,74
7,75
7,76
7,80
7,84
7,92
7,93
7,94
7,99
23,1
23,2
23,6
23,7
23,8
23,13
23,14
23,17
23,18
23,20
23,25
23,26
23,27
23,28
23,29
23,30
23,32
23,33
23,34
23,35
23,36
23,38
23,39
23,40
23,41
23,48
23,54
23,60
23,61
23,63
23,64
23,65
23,66
23,67
23,68
23,70
23,71
23,72
23,73
23,74
23,75
23,76
23,77
23,79
23,81
23,82
23,83
23,84
23,85
23,86
23,87
23,88
23,89
23,90
23,91
23,92
24,11
24,12
24,13
24,14
24,16
24,17
24,22
24,24
24,26
24,32
24,33
24,34
24,35
24,41
24,42
24,44
24,45
24,51
24,53
24,55
24,56
24,57
24,72
24,81
24,82
24,83
24,91
24,92
24,93
24,94
24,95
24,96
24,97
24,98
26,2
26,3
26,10
26,31
26,32
26,33
26,39
26,40
26,51
26,52
26,54
26,55
26,58
26,71
26,90
26,99
27,1
27,2
27,5
27,11
27,12
27,13
27,14
27,18
27,19
27,20
27,23
27,24
27,30
27,31
27,32
27,34
27,35
27,36
27,37
27,38
27,39
27,40
27,41
27,42
27,43
27,44
27,45
27,46
27,47
27,48
27,49
27,50
27,51
27,52
27,53
27,54
27,55
27,56
27,57
27,58
27,60
27,61
27,62
27,63
27,64
27,65
27,66
27,68
27,71
27,72
27,73
27,74
27,75
27,76
27,77
27,78
27,81
27,85
27,86
27,88
27,97
27,98
27,99
30,6
30,7
30,8
30,9
30,10
30,11
30,12
30,13
30,14
30,15
30,16
30,17
30,18
30,19
30,21
30,22
30,23
30,24
30,25
30,26
30,27
30,28
30,30
30,34
30,35
30,36
30,37
30,38
30,42
30,44
30,47
30,53
30,56
30,57
30,59
30,67
30,71
30,72
30,74
30,75
30,79
30,80
30,81
30,82
30,83
30,85
30,88
30,91
30,92
30,93
30,95
30,97
30,98
34,1
34,2
34,3
34,4
34,12
34,13
34,14
34,15
34,16
34,19
34,20
34,21
34,23
34,24
34,25
34,26
34,28
34,29
34,30
34,31
34,32
34,33
34,34
34,35
34,36
34,37
34,38
34,39
34,40
34,41
34,44
34,45
34,46
34,47
34,48
34,51
34,53
34,54
34,55
34,56
34,57
34,58
34,60
34,62
34,63
34,64
34,65
34,66
34,67
34,68
34,70
34,72
34,73
34,74
34,75
34,76
34,77
34,80
34,81
34,85
34,86
34,87
34,88
34,89
34,92
34,93
34,94
34,95
34,97
34,98
41,1
41,3
41,4
41,5
41,6
41,7
41,9
41,10
41,12
41,13
41,14
41,15
41,16
41,17
41,18
41,19
41,21
41,22
41,23
41,24
41,25
41,26
41,27
41,28
41,29
41,31
41,32
41,33
41,34
41,35
41,36
41,37
41,38
41,39
41,40
41,41
41,42
41,43
41,44
41,45
41,46
41,47
41,48
41,49
41,53
41,55
41,56
41,57
41,61
41,62
41,65
41,66
41,67
41,68
41,70
41,71
41,72
41,74
41,78
41,81
41,83
41,84
41,85
41,86
41,87
41,88
41,89
41,91
41,92
41,93
41,94
41,96
41,97
41,98
46,4
46,7
46,8
46,9
46,11
46,12
46,13
46,14
46,15
46,16
46,17
46,18
46,19
46,21
46,22
46,23
46,24
46,25
46,26
46,27
46,28
46,29
46,30
46,31
46,32
46,33
46,34
46,36
46,37
46,38
46,39
46,40
46,41
46,42
46,43
46,44
46,45
46,46
46,47
46,48
46,49
46,50
46,51
46,52
46,53
46,54
46,55
46,56
46,57
46,58
46,59
46,60
46,61
46,62
46,63
46,64
46,65
46,67
46,69
46,70
46,88
46,96
49,2
49,5
49,10
49,12
49,14
49,15
49,17
49,20
49,21
49,22
49,23
49,24
49,25
49,28
49,31
49,32
49,33
49,39
49,41
49,55
49,56
49,57
49,71
49,72
49,73
49,74
49,75
49,76
49,77
49,78
49,79
49,82
49,84
49,85
49,86
49,88
49,96
49,97
